Key,Description,Description alternative,Parent,Sibling count
3002909000_80,Other,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; cell cultures, whether or not modified (excluding antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes / vaccines, toxins, cultures of micro-organismsand similar products / cell cultures, whether or not modified) (excluding human blood / animal blood prepared for therapeutic, prophylactic or diagnostic uses)","Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; cell cultures, whether or not modified (excluding antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes / vaccines, toxins, cultures of micro-organismsand similar products / cell cultures, whether or not modified)",2
3003490000_80,Other,"Other, containing alkaloids or derivatives thereof (excluding containing ephedrine or its salts / containing pseudoephedrineor its salts / containing norephedrine or its salts)","Other, containing alkaloids or derivatives thereof",3
3003900000_80,Other,"Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale (excluding containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives / other, containing antibiotics / other, containing hormones or other products of heading 2937 / other, containing alkaloids or derivatives thereof / other, containing antimalarial active principles described in Subheading Note 2 to this Chapter)","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale",5
3004390000_80,Other,"Other, containing hormones or other products of heading 2937 (excluding containing insulin / containing corticosteroid hormones, their derivatives or structural analogues)","Other, containing hormones or other products of heading 2937",2
3004490000_80,Other,"Other, containing alkaloids or derivatives thereof (excluding containing ephedrine or its salts / containing pseudoephedrineor its salts / containing norephedrine or its salts)","Other, containing alkaloids or derivatives thereof",3
3004900000_80,Other,"Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale (excluding containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives / other, containing antibiotics / other, containing hormones or other products of heading 2937 / other, containing alkaloids or derivatives thereof / other, containing vitamins or other products of heading 2936 / other, containing antimalarial active principles described in Subheading Note 2 to this Chapter)","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale",6
3006109000_80,Other,"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable (excluding sterile surgical catgut / sterile surgical or dental adhesion barriers, whether or not absorbable)","Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",2
3006910000_10,Other,"Pharmaceutical goods specified in note 4 to this chapter (excluding sterile surgical catgut, similar sterile suture materialsand sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable / opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient / dental cements and other dental fillings; bone reconstruction cements / first-aid boxes and kits / chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides / gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments)",Pharmaceutical goods specified in note 4 to this chapter,6
3104900000_80,Other,"Mineral or chemical fertilisers, potassic (excluding potassium chloride / potassium sulphate)","Mineral or chemical fertilisers, potassic",2
3105100090_80,Other,"Goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg (excluding solid fertilisers with an ammonium nitrate content exceeding 80% by weight, with no phosphorus and no potassium content / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 and/or a potassium content evaluated as K2O of less than 3% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 and/or a potassium content evaluated as K2O of 3% by weight or more but less than 6% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 and/or a potassium content evaluated as K2O of 6% by weight or more but less than 9% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 and/or a potassium content evaluated as K2O of 9% by weight or more but not exceeding 12% by weight)",Goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg,5
3105201090_80,Other,"With a nitrogen content exceeding 10 % by weight on the dry anhydrous product (excluding solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P205 and a potassium content evaluated as K2O of less than 3% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 and a potassium content evaluated as K2O of 3% by weight or more but less than 6% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 and a potassium content evaluated as K2O of 6% by weight or more but less than 9% / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 and a potassium content evaluated as K2O of 9% by weight or more but not exceeding 12% by weight)",With a nitrogen content exceeding 10 % by weight on the dry anhydrous product,4
3105510090_80,Other,"Containing nitrates and phosphates (excluding solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 of less than 3% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 of 3% by weight or more but less than 6% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 of 6% by weight or more but less than 9% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 of 9% by weight or more but not exceeding 10.40% by weight)",Containing nitrates and phosphates,4
3105590090_80,Other,"Other than containing nitrates and phosphates (excluding solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 of less than 3% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 of 3% by weight or more but less than 6% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 of 6% by weight or more but less than 9% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a phosphorus content evaluated as P2O5 of 9% by weight or more but not exceeding 10.40% by weight)",Other than containing nitrates and phosphates,4
3105900000_80,Other,"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg (excluding goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg / mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium / diammonium hydrogenorthophosphate / ammonium dihydrogenorthophosphateand mixtures thereof with diammonium hydrogenorthophosphate / other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus / mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium)","Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg",6
3105902090_80,Other,"With a nitrogen content exceeding 10 % by weight on the dry anhydrous product (excluding natural Chilean potassic sodium nitrate, consisting of a natural mixture of sodium nitrate and potassium nitrate , of a total nitrogen content not exceeding 16,3 % by weight on the dry anhydrous product / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a potassium content evaluated as K2O of less than 3% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a potassium content evaluated as K2O of 3% by weight or more but less than 6% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a potassium content evaluated as K2O of 6% by weight or more but less than 9% by weight / solid fertilisers with an ammonium nitrate content exceeding 80% by weight, and a potassium content evaluated as K2O of 9% by weight or more but not exceeding 12% by weight)",With a nitrogen content exceeding 10 % by weight on the dry anhydrous product,5
3201900000_80,Other,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives (excluding quebracho extract / wattle extract)","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2
3201909080_80,Other,"Other than sumach extract, vallonia extract, oak extract or chestnut extract (excluding tanning extracts of eucalyptus / tanning extracts derived from gambier and myrobalan fruits / other tanning extracts of vegetable origin / reaction product of Acacia mearnsii extract, ammonium chloride and formaldehyde)","Other than sumach extract, vallonia extract, oak extract or chestnut extract",4
3204110090_80,Other,"Disperse dyes and preparations based thereon (excluding colourant C.I. Disperse Blue 360and preparations based thereon with a colourant C.I. Disperse Blue 360 content of 99 % or more by weight / n--4-[azo]-N-ethyl-m-toluidine / colourant C.I Disperse Yellow 232and preparations based thereon with a colourant C.I Disperse Yellow 232 of 50 % or more by weight / colourant C.I. Disperse Red 60and preparations based thereon with a colourant C.I. Disperse Red 60 content of 50 % or more by weight / preparation of dispersion dyes, containing: - C.I. Disperse Orange 61or Disperse Orange 288 , - C.I. Disperse Blue 291:1 , - C.I. Disperse Violet 93:1 , - whether or not containing C.I. Disperse Red 54 / colourant C.I. Disperse Blue 72and preparations based thereon with a colourant C.I. Disperse Blue 72 content of 95 % or more by weight / colourant C.I. Disperse Blue 359and preparations based thereon with a colourant C.I. Disperse Blue 359 content of 50 % or more by weight / colourant C.I. Disperse Yellow 54and preparations based thereon with a colourant C.I. Disperse Yellow 54 content of 99 % or more by weight)",Disperse dyes and preparations based thereon,8
3204120090_80,Other,"Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon (excluding colourant C.I. Acid Blue 9and preparations based thereon with a colourant C.I. Acid Blue 9 content of 50 % or more by weight / colourant C.I. Acid Brown 75and preparations based thereon with a colourant C.I. Acid Brown 75 content of 75 % or more by weight / colourant C.I. Acid Brown 355and preparations based thereon with a colourant C.I. Acid Brown 355 content of 75 % or more by weight / colourant C.I. Acid Black 210and preparations based thereon with a colourant C.I. Acid Black 210 content of 50 % or more by weight / colourant C.I. Acid Brown 425and preparations based thereon with a colourant C.I. Acid Brown 425 content of 75 % or more by weight / colourant C.I. Acid Black 234and preparations based thereon with a colourant C.I. Acid Black 234 content of 75 % or more by weight / colourant C.I. Acid Black 210 sodium saltand preparations based thereon with a colourant C.I. Acid Black 210 sodium salt content of 50 % or more by weight / liquid dye preparation containing anionic acid dye C.I. Acid Blue 182 / colourant C.I. Acid Blue 161/193and preparations based thereon with a colourant C.I. Acid Blue 161/193 content of 75 % or more by weight / colourant C.I. Acid Brown 58and preparations based thereon with a colourant C.I. Acid Brown 58 content of 75 % or more by weight / colourant C.I. Acid Brown 165and preparations based thereon with a colourant C.I. Acid Brown 165 content of 75 % or more by weight / colourant C.I. Acid Brown 282and preparations based thereon with a colourant C.I. Acid Brown 282 content of 75 % or more by weight / colourant C.I. Acid Red 52and preparations based thereon with a colourant C.I. Acid Red 52 content of 97 % or more by weight / colourant C.I. Acid Brown 432and preparations based thereon with a colourant C.I. Acid Brown 432 content of 75 % or more by weight / colourant C.I. Acid blue 25and preparations based thereon with a colourant C.I. Acid blue 25 content of 80 % or more by weight)","Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon",15
